  Time                  (V(MagIn))@1          (V(MagIn))@2         
  9.594521617332e-006  8.259145229675e+001  8.314799569971e+001  
  9.597971608678e-006  8.220182950429e+001  8.276375765495e+001  
  9.601421600023e-006  8.181043000109e+001  8.237786839810e+001  
  9.604871591368e-006  8.141713531337e+001  8.199018088004e+001  
  9.608321582714e-006  8.102191416348e+001  8.160047198476e+001  
  9.611771574059e-006  8.062480871630e+001  8.120870502360e+001  
  9.615221565405e-006  8.022573645636e+001  8.081528620648e+001  
  9.618671556750e-006  7.982482592698e+001  8.042018048505e+001  
  9.622121548096e-006  7.942232303235e+001  8.002342500566e+001  
  9.622770866195e-006  7.934639647152e+001  7.994851324549e+001  
  9.624069502393e-006  7.919439030826e+001  7.979868972516e+001  
  9.626666774789e-006  7.888980403321e+001  7.949845120599e+001  
  9.630116766134e-006  7.848408474724e+001  7.909845495136e+001  
  9.633566757479e-006  7.807696838615e+001  7.869703314905e+001  
  9.636570831576e-006  7.772116855340e+001  7.834629902851e+001  
  9.640020822922e-006  7.731089664232e+001  7.794191606995e+001  
  9.643470814267e-006  7.689873717846e+001  7.753576561820e+001  
  9.645955117235e-006  7.660057261231e+001  7.724199560435e+001  
  9.648774747907e-006  7.626139806986e+001  7.690766831224e+001  
  9.651721825063e-006  7.590542705787e+001  7.655681926747e+001  
  9.655171816408e-006  7.548705816119e+001  7.614436881173e+001  
  9.658621807753e-006  7.506707759840e+001  7.573032126986e+001  
  9.662071799099e-006  7.464566470843e+001  7.531487992482e+001  
  9.665521790444e-006  7.422295201006e+001  7.489814079382e+001  
  9.668971781790e-006  7.379874258936e+001  7.447997348085e+001  
  9.672421773135e-006  7.337281574159e+001  7.406019748171e+001  
  9.675871764480e-006  7.294530146212e+001  7.363882458544e+001  
  9.679321755826e-006  7.251635472182e+001  7.321596336697e+001  
  9.682771747171e-006  7.208598686330e+001  7.279168444250e+001  
  9.686221738517e-006  7.165418336030e+001  7.236608054863e+001  
  9.689671729862e-006  7.122103475041e+001  7.193917232042e+001  
  9.693121721207e-006  7.078661537907e+001  7.151095046214e+001  
  9.696571712553e-006  7.035104448670e+001  7.108149834109e+001  
  9.700021703898e-006  6.991434762340e+001  7.065098977885e+001  
  9.703471695244e-006  6.947650968428e+001  7.021950024429e+001  
  9.706921686589e-006  6.903742679478e+001  6.978671243446e+001  
  9.710371677934e-006  6.859695252047e+001  6.935258097476e+001  
  9.713821669280e-006  6.815506682597e+001  6.891710215274e+001  
  9.717271660625e-006  6.771170039771e+001  6.848014419577e+001  
  9.720721651971e-006  6.726676029188e+001  6.804161291189e+001  
  9.724171643316e-006  6.682033522029e+001  6.760171595778e+001  
  9.727621634661e-006  6.637260945748e+001  6.716055750359e+001  
  9.731071626007e-006  6.592377267768e+001  6.671823220160e+001  
  9.734521617352e-006  6.547374659721e+001  6.627462724294e+001  
  9.737971608698e-006  6.502247444203e+001  6.582970490183e+001  
  9.741421600043e-006  6.456990594694e+001  6.538361691103e+001  
  9.744871591388e-006  6.411622492747e+001  6.493652718762e+001  
  9.748321582734e-006  6.366170656125e+001  6.448852581401e+001  
  9.751771574079e-006  6.320646607413e+001  6.403978260921e+001  
  9.755221565425e-006  6.275052756395e+001  6.359042071341e+001  
  9.758671556770e-006  6.229378941656e+001  6.314031752988e+001  
  9.762121548116e-006  6.183598545370e+001  6.268907306821e+001  
  9.765571539461e-006  6.137725352444e+001  6.223682234632e+001  
  9.769021530806e-006  6.091777942905e+001  6.178391459959e+001  
  9.772471522152e-006  6.045768560384e+001  6.133043175872e+001  
  9.775921513497e-006  5.999708047703e+001  6.087650364729e+001  
  9.779371504843e-006  5.953625669446e+001  6.042227030962e+001  
  9.782821496188e-006  5.907498240033e+001  5.996758594270e+001  
  9.786271487533e-006  5.861317076239e+001  5.951255457029e+001  
  9.789721478879e-006  5.815104980287e+001  5.905737036683e+001  
  9.793171470224e-006  5.768861425251e+001  5.860180164183e+001  
  9.796621461570e-006  5.722542562331e+001  5.814543509830e+001  
  9.800071452915e-006  5.676138841032e+001  5.768819321205e+001  
  9.803521444260e-006  5.629651945624e+001  5.722989858121e+001  
  9.806971435606e-006  5.583059415239e+001  5.677055006406e+001  
  9.810421426951e-006  5.536373224462e+001  5.631049234435e+001  
  9.813871418297e-006  5.489615611420e+001  5.584974722005e+001  
  9.817321409642e-006  5.442820404199e+001  5.538839347924e+001  
  9.820771400987e-006  5.395987578719e+001  5.492688073634e+001  
  9.824221392333e-006  5.349123008028e+001  5.446509039426e+001  
  9.827671383678e-006  5.302233448684e+001  5.400273493805e+001  
  9.831121375024e-006  5.255314425000e+001  5.354020215751e+001  
  9.834571366369e-006  5.208369111055e+001  5.307769719400e+001  
  9.838021357714e-006  5.161418872125e+001  5.261509114185e+001  
  9.841471349060e-006  5.114460101527e+001  5.215225509615e+001  
  9.844921340405e-006  5.067486570532e+001  5.168933481562e+001  
  9.848371331751e-006  5.020510437039e+001  5.122643085841e+001  
  9.851821323096e-006  4.973542765909e+001  5.076364466897e+001  
  9.855271314441e-006  4.926569146023e+001  5.030081358701e+001  
  9.858721305787e-006  4.879574106100e+001  4.983776433502e+001  
  9.862171297132e-006  4.832565459613e+001  4.937447543877e+001  
  9.865621288478e-006  4.785555055089e+001  4.891118988723e+001  
  9.869071279823e-006  4.738554167090e+001  4.844803178448e+001  
  9.872521271169e-006  4.691589439173e+001  4.798518150434e+001  
  9.875971262514e-006  4.644660856355e+001  4.752276260404e+001  
  9.879421253859e-006  4.597767614657e+001  4.706057539905e+001  
  9.882871245205e-006  4.550911697708e+001  4.659863456225e+001  
  9.886321236550e-006  4.504086417428e+001  4.613703719093e+001  
  9.889771227896e-006  4.457278071323e+001  4.567583228380e+001  
  9.893221219241e-006  4.410491112840e+001  4.521488329262e+001  
  9.896671210586e-006  4.363778734297e+001  4.475434663723e+001  
  9.900000000040e-006  4.318769084067e+001  4.431062067657e+001  
  9.900344999175e-006  4.314107704743e+001  4.426468409274e+001  
  9.901035016070e-006  4.304786000214e+001  4.417284223245e+001  
  9.902415049861e-006  4.286148485843e+001  4.398922130745e+001  
  9.905175117443e-006  4.248922414682e+001  4.362244368262e+001  
  9.908625108789e-006  4.202503225835e+001  4.316505662710e+001  
  9.912075100134e-006  4.156185792537e+001  4.270869887760e+001  
  9.915525091479e-006  4.109959228112e+001  4.225320440108e+001  
  9.918975082825e-006  4.063814360488e+001  4.179855389295e+001  
  9.922406481861e-006  4.017993060791e+001  4.134701970333e+001  
  9.922821496208e-006  4.012455936715e+001  4.129248359787e+001  
  9.923614331116e-006  4.001880941980e+001  4.118829893896e+001  
  9.925200000931e-006  3.980742047903e+001  4.097992962115e+001  
  9.926271487553e-006  3.966465973999e+001  4.083921918219e+001  
  9.928414274533e-006  3.937931748979e+001  4.055811131646e+001  
  9.929721478899e-006  3.920534972504e+001  4.038673106656e+001  
  9.932335887630e-006  3.885780043878e+001  4.004444021727e+001  
  9.933171470244e-006  3.874684952515e+001  3.993513807888e+001  
  9.934842635472e-006  3.852514021810e+001  3.971672901836e+001  
  9.936621461590e-006  3.828941759030e+001  3.948435573115e+001  
  9.940071452935e-006  3.783297663993e+001  3.903447704078e+001  
  9.943521444280e-006  3.737750120446e+001  3.858565092818e+001  
  9.946971435626e-006  3.692313696407e+001  3.813788602078e+001  
  9.950421426971e-006  3.646993147730e+001  3.769121030253e+001  
  9.953871418317e-006  3.601771119016e+001  3.724555216220e+001  
  9.957321409662e-006  3.556633271135e+001  3.680083441107e+001  
  9.960771401007e-006  3.511600741434e+001  3.635706548092e+001  
  9.964221392353e-006  3.466696980277e+001  3.591450369359e+001  
  9.967671383698e-006  3.421934992449e+001  3.547336671221e+001  
  9.971121375044e-006  3.377323594995e+001  3.503374087129e+001  
  9.974571366389e-006  3.332864642560e+001  3.459569878761e+001  
  9.978021357734e-006  3.288567402191e+001  3.415922656316e+001  
  9.981471349080e-006  3.244429583418e+001  3.372426448773e+001  
  9.984921340425e-006  3.200447064496e+001  3.329088253573e+001  
  9.988371331771e-006  3.156617461824e+001  3.285913495392e+001  
  9.991821323116e-006  3.112931353305e+001  3.242882398068e+001  
  9.995271314461e-006  3.069377550991e+001  3.199968802888e+001  
  9.998721305807e-006  3.025969476280e+001  3.157199472181e+001  
  1.000217129715e-005  2.982710398418e+001  3.114574354407e+001  
  1.000562128850e-005  2.939592358836e+001  3.072082362029e+001  
  1.000907127984e-005  2.896621478600e+001  3.029736983404e+001  
  1.001252127119e-005  2.853813901425e+001  2.987557829866e+001  
  1.001597126253e-005  2.811183286376e+001  2.945545792256e+001  
  1.001942125388e-005  2.768716308800e+001  2.903692176528e+001  
  1.002287124522e-005  2.726409807090e+001  2.861990677326e+001  
  1.002632123657e-005  2.684261447000e+001  2.820445380078e+001  
  1.002977122792e-005  2.642273228461e+001  2.779074588153e+001  
  1.003322121926e-005  2.600474373789e+001  2.737888000529e+001  
  1.003667121061e-005  2.558889208267e+001  2.696907131566e+001  
  1.004012120195e-005  2.517534492663e+001  2.656158093787e+001  
  1.004357119330e-005  2.476392400560e+001  2.615624884967e+001  
  1.004702118464e-005  2.435457022752e+001  2.575289980989e+001  
  1.005047117599e-005  2.394726779790e+001  2.535155585946e+001  
  1.005392116733e-005  2.354216850567e+001  2.495238502073e+001  
  1.005737115868e-005  2.313932994623e+001  2.455546831187e+001  
  1.006082115002e-005  2.273873963453e+001  2.416086469441e+001  
  1.006427114137e-005  2.234061818448e+001  2.376853321848e+001  
  1.006772113272e-005  2.194510833461e+001  2.337842465599e+001  
  1.007117112406e-005  2.155168444726e+001  2.299063939038e+001  
  1.007462111541e-005  2.116054777210e+001  2.260552159887e+001  
  1.007807110675e-005  2.077212858295e+001  2.222298147322e+001  
  1.008152109810e-005  2.038603471311e+001  2.184252445646e+001  
  1.008497108944e-005  2.000206244129e+001  2.146405978455e+001  
  1.008842108079e-005  1.962009204418e+001  2.108752994047e+001  
  1.009187107213e-005  1.924000577268e+001  2.071298585840e+001  
  1.009532106348e-005  1.886219726356e+001  2.034051200550e+001  
  1.009877105482e-005  1.848663614443e+001  1.997017388233e+001  
  1.010222104617e-005  1.811310653697e+001  1.960211226239e+001  
  1.010567103751e-005  1.774183196092e+001  1.923657160083e+001  
  1.010912102886e-005  1.737313849387e+001  1.887332156251e+001  
  1.011257102021e-005  1.700696179887e+001  1.851210937833e+001  
  1.011602101155e-005  1.664321223069e+001  1.815352581206e+001  
  1.011947100290e-005  1.628194985045e+001  1.779771921442e+001  
  1.012292099424e-005  1.592346158944e+001  1.744447868853e+001  
  1.012637098559e-005  1.556774555562e+001  1.709368371825e+001  
  1.012982097693e-005  1.521458005409e+001  1.674547272226e+001  
  1.013327096828e-005  1.486401999088e+001  1.639991620052e+001  
  1.013672095962e-005  1.451617521381e+001  1.605714161612e+001  
  1.014017095097e-005  1.417103360427e+001  1.571699600836e+001  
  1.014362094231e-005  1.382841273735e+001  1.537929675337e+001  
  1.014707093366e-005  1.348831991755e+001  1.504415681807e+001  
  1.015052092500e-005  1.315091802490e+001  1.471164887799e+001  
  1.015397091635e-005  1.281644955479e+001  1.438180554168e+001  
  1.015742090770e-005  1.248492207471e+001  1.405492231309e+001  
  1.016087089904e-005  1.215616763528e+001  1.373105596117e+001  
  1.016432089039e-005  1.183015382859e+001  1.340962879990e+001  
  1.016777088173e-005  1.150692232451e+001  1.309080922407e+001  
  1.017122087308e-005  1.118645910965e+001  1.277484397361e+001  
  1.017467086442e-005  1.086871979051e+001  1.246169031679e+001  
  1.017812085577e-005  1.055388191902e+001  1.215143368120e+001  
  1.018157084711e-005  1.024236810854e+001  1.184429808505e+001  
  1.018502083846e-005  9.934245573708e+000  1.154042089884e+001  
  1.018847082980e-005  9.629328753428e+000  1.123976204542e+001  
  1.019192082115e-005  9.327656391095e+000  1.094233165429e+001  
  1.019537081250e-005  9.029323666067e+000  1.064816265987e+001  
  1.019882080384e-005  8.734189669842e+000  1.035710796526e+001  
  1.020227079519e-005  8.441972776840e+000  1.006902065192e+001  
  1.020572078653e-005  8.152751613551e+000  9.783821052857e+000  
  1.020772113274e-005  7.986459781222e+000  9.619929804565e+000  
  1.021117112408e-005  7.702100316746e+000  9.339432881790e+000  
  1.021462111543e-005  7.420770850542e+000  9.062026551905e+000  
  1.021807110677e-005  7.142594068844e+000  8.787840025854e+000  
  1.022152109812e-005  6.867734940599e+000  8.516807411715e+000  
  1.022497108946e-005  6.595948627370e+000  8.248766343915e+000  
  1.022842108081e-005  6.327136841485e+000  7.983660221111e+000  
  1.023187107215e-005  6.061319011583e+000  7.721515262430e+000  
  1.023532106350e-005  5.798572462422e+000  7.462305805854e+000  
  1.023877105484e-005  5.538746474396e+000  7.205989940541e+000  
  1.024222104619e-005  5.281797738798e+000  6.952649832492e+000  
  1.024567103753e-005  5.027923333632e+000  6.702255242385e+000  
  1.024912102888e-005  4.777421353333e+000  6.454928349093e+000  
  1.025257102023e-005  4.530337948529e+000  6.211043782523e+000  
  1.025602101157e-005  4.286620971235e+000  5.970579355252e+000  
  1.025947100292e-005  4.046196609668e+000  5.733411642047e+000  
  1.026292099426e-005  3.809031613099e+000  5.499461066705e+000  
  1.026637098561e-005  3.575062125103e+000  5.268606837247e+000  
  1.026982097695e-005  3.344211894968e+000  5.040739376677e+000  
  1.027327096830e-005  3.116386735912e+000  4.815974387370e+000  
  1.027672095964e-005  2.891621092393e+000  4.594291575751e+000  
  1.028017095099e-005  2.669933642699e+000  4.375549229857e+000  
  1.028362094233e-005  2.451324634614e+000  4.159756581360e+000  
  1.028707093368e-005  2.235803167090e+000  3.946977654988e+000  
  1.029052092502e-005  2.023316688570e+000  3.737162112397e+000  
  1.029397091637e-005  1.813696002767e+000  3.530255308074e+000  
  1.029742090772e-005  1.607064744430e+000  3.326310234958e+000  
  1.030087089906e-005  1.403541975250e+000  3.125323198980e+000  
  1.030432089041e-005  1.202843549762e+000  2.927171674975e+000  
  1.030777088175e-005  1.005007334873e+000  2.731739387274e+000  
  1.031122087310e-005  8.100262773881e-001  2.538981248827e+000  
  1.031467086444e-005  6.177973184383e-001  2.349113157867e+000  
  1.031812085579e-005  4.285714248210e-001  2.162290044956e+000  
  1.032157084713e-005  2.427712846508e-001  1.978584578436e+000  
  1.032502083848e-005  6.033030791748e-002  1.798275661886e+000  
  1.032847082982e-005  -1.188327104073e-001  1.621245176146e+000  
  1.033192082117e-005  -2.948847094159e-001  1.447266105722e+000  
  1.033537081252e-005  -4.678990051949e-001  1.276196778040e+000  
  1.033882080386e-005  -6.378927994627e-001  1.108116997382e+000  
  1.034227079521e-005  -8.048615413648e-001  9.430738280275e-001  
  1.034572078655e-005  -9.688706681493e-001  7.809829205424e-001  
  1.034772113276e-005  -1.062126247457e+000  6.885232678144e-001  
  1.035117112410e-005  -1.221399290404e+000  5.312750396646e-001  
  1.035462111545e-005  -1.377192949811e+000  3.767991656316e-001  
  1.035807110679e-005  -1.530101706488e+000  2.255997998037e-001  
  1.036152109814e-005  -1.679768342406e+000  7.787066461831e-002  
  1.036497108948e-005  -1.826276329897e+000  -6.682116771729e-002  
  1.036842108083e-005  -1.969925817011e+000  -2.090172822944e-001  
  1.037187107217e-005  -2.108044214314e+000  -3.485990806875e-001  
  1.037532106352e-005  -2.224398332336e+000  -4.855777816441e-001  
  1.037877105486e-005  -2.291773778148e+000  -6.201478967754e-001  
  1.038222104621e-005  -2.322787028351e+000  -7.524820632316e-001  
  1.038567103755e-005  -2.360515298461e+000  -8.823701399215e-001  
  1.038912102890e-005  -2.433739316110e+000  -1.009600605882e+000  
  1.039257102025e-005  -2.529258308494e+000  -1.134198885926e+000  
  1.039602101159e-005  -2.612349590269e+000  -1.256455387616e+000  
  1.039947100294e-005  -2.665333030439e+000  -1.376285050731e+000  
  1.040292099428e-005  -2.695253992259e+000  -1.493244557008e+000  
  1.040637098563e-005  -2.727271281688e+000  -1.607363531431e+000  
  1.040982097697e-005  -2.767783936235e+000  -1.718928163822e+000  
  1.041327096832e-005  -2.807377127639e+000  -1.827966617669e+000  
  1.041672095966e-005  -2.836976207849e+000  -1.934490505588e+000  
  1.042017095101e-005  -2.856882857381e+000  -2.038418417456e+000  
  1.042362094235e-005  -2.874689604323e+000  -2.139689304466e+000  
  1.042707093370e-005  -2.897194946010e+000  -2.235802448593e+000  
  1.043052092504e-005  -2.923527838270e+000  -2.317740358212e+000  
  1.043397091639e-005  -2.947255434278e+000  -2.375928885935e+000  
  1.043742090774e-005  -2.964025736935e+000  -2.405094647518e+000  
  1.044087089908e-005  -2.976186570783e+000  -2.428247733645e+000  
  1.044432089043e-005  -2.988215486281e+000  -2.464711534697e+000  
  1.044777088177e-005  -3.000117436624e+000  -2.523811685541e+000  
  1.045122087312e-005  -3.008211084805e+000  -2.583174318983e+000  
  1.045467086446e-005  -3.009484837279e+000  -2.624816980916e+000  
  1.045812085581e-005  -3.004255393579e+000  -2.649641916991e+000  
  1.046157084715e-005  -2.996366086285e+000  -2.670544311447e+000  
  1.046502083850e-005  -2.987408925033e+000  -2.695195959713e+000  
  1.046847082984e-005  -2.976625591279e+000  -2.720295946627e+000  
  1.047192082119e-005  -2.963085860188e+000  -2.739782373065e+000  
  1.047537081254e-005  -2.947384483285e+000  -2.752994682599e+000  
  1.047882080388e-005  -2.931500779594e+000  -2.764276177985e+000  
  1.048227079523e-005  -2.917175009161e+000  -2.777965104059e+000  
  1.048572078657e-005  -2.904969200510e+000  -2.793849391836e+000  
  1.048917077792e-005  -2.894492731179e+000  -2.808523862791e+000  
  1.049117112412e-005  -2.888934558595e+000  -2.815023043345e+000  
  1.049462111547e-005  -2.879864016271e+000  -2.822909779477e+000  
  1.049807110681e-005  -2.871831096044e+000  -2.828508662136e+000  
  1.050152109816e-005  -2.865080616755e+000  -2.833453789677e+000  
  1.050497108950e-005  -2.859043042841e+000  -2.837151654832e+000  
  1.050842108085e-005  -2.852951436278e+000  -2.837667251555e+000  
  1.051187107219e-005  -2.846389531074e+000  -2.833935674784e+000  
  1.051532106354e-005  -2.839014860945e+000  -2.826613905279e+000  
  1.051877105488e-005  -2.830964090677e+000  -2.817128047546e+000  
  1.052222104623e-005  -2.822292424703e+000  -2.806548016793e+000  
  1.052567103757e-005  -2.812897969866e+000  -2.795091657011e+000  
  1.052912102892e-005  -2.802573893186e+000  -2.782738977870e+000  
  1.053257102027e-005  -2.791596166899e+000  -2.769717120105e+000  
  1.053602101161e-005  -2.780356453430e+000  -2.756608372067e+000  
  1.053947100296e-005  -2.769402602868e+000  -2.744153639699e+000  
  1.054292099430e-005  -2.759007231656e+000  -2.732917777713e+000  
  1.054637098565e-005  -2.749399195883e+000  -2.723056270316e+000  
  1.054982097699e-005  -2.740780094661e+000  -2.714381675950e+000  
  1.055327096834e-005  -2.733341129863e+000  -2.706518802617e+000  
  1.055672095968e-005  -2.726899660444e+000  -2.699217933635e+000  
  1.056017095103e-005  -2.721298162086e+000  -2.692244519967e+000  
  1.056362094237e-005  -2.716284349493e+000  -2.685277865733e+000  
  1.056707093372e-005  -2.711574817320e+000  -2.677980231962e+000  
  1.057052092506e-005  -2.706902355507e+000  -2.670056833122e+000  
  1.057397091641e-005  -2.701995547113e+000  -2.661310460266e+000  
  1.057742090776e-005  -2.696866466954e+000  -2.651682209256e+000  
  1.058087089910e-005  -2.691362936785e+000  -2.641318011584e+000  
  1.058432089045e-005  -2.685220684291e+000  -2.630569689299e+000  
  1.058777088179e-005  -2.678551935376e+000  -2.619567593601e+000  
  1.059122087314e-005  -2.671453387191e+000  -2.608670833121e+000  
  1.059467086448e-005  -2.664017744102e+000  -2.598370780261e+000  
  1.059812085583e-005  -2.656393080823e+000  -2.588776492583e+000  
  1.060157084717e-005  -2.648665345855e+000  -2.579993535049e+000  
  1.060502083852e-005  -2.640764176024e+000  -2.572062013337e+000  
  1.060847082986e-005  -2.632651337580e+000  -2.564744078634e+000  
  1.061192082121e-005  -2.624433552690e+000  -2.557970180538e+000  
  1.061537081256e-005  -2.616426739432e+000  -2.551875131422e+000  
  1.061882080390e-005  -2.608813336362e+000  -2.546422342235e+000  
  1.062227079525e-005  -2.601424225475e+000  -2.541432814187e+000  
  1.062572078659e-005  -2.594147626483e+000  -2.536615006950e+000  
  1.062917077794e-005  -2.587024337587e+000  -2.531583909456e+000  
  1.063262076928e-005  -2.579658913774e+000  -2.526096144419e+000  
  1.063462111549e-005  -2.575141956644e+000  -2.522585507578e+000  
  1.063765609248e-005  -2.567819076701e+000  -2.516984220971e+000  
  1.064110608383e-005  -2.559182915592e+000  -2.509872404290e+000  
  1.064455607518e-005  -2.550105212099e+000  -2.501619385518e+000  
  1.064800606652e-005  -2.540193840936e+000  -2.492510236842e+000  
  1.065145605787e-005  -2.529446135455e+000  -2.483150630721e+000  
  1.065490604921e-005  -2.515110566164e+000  -2.473851504804e+000  
  1.065835604056e-005  -2.488231043525e+000  -2.464701645703e+000  
  1.066180603190e-005  -2.443104548093e+000  -2.456139691437e+000  
  1.066525602325e-005  -2.392311573231e+000  -2.448614580145e+000  
  1.066870601459e-005  -2.362344018619e+000  -2.441880718235e+000  
  1.067215600594e-005  -2.359649430361e+000  -2.435691197509e+000  
  1.067560599728e-005  -2.372800447380e+000  -2.430051774078e+000  
  1.067905598863e-005  -2.381621492231e+000  -2.424920381799e+000  
  1.068250597997e-005  -2.373703218469e+000  -2.420276239987e+000  
  1.068595597132e-005  -2.351523945371e+000  -2.415588499181e+000  
  1.068940596267e-005  -2.325047813694e+000  -2.410498650809e+000  
  1.069285595401e-005  -2.302392350536e+000  -2.404981596176e+000  
  1.069630594536e-005  -2.285160268206e+000  -2.398881930775e+000  
  1.069975593670e-005  -2.270583865184e+000  -2.392164405048e+000  
  1.070320592805e-005  -2.256640865317e+000  -2.384769960187e+000  
  1.070665591939e-005  -2.243975117142e+000  -2.376238929587e+000  
  1.071010591074e-005  -2.233906870062e+000  -2.364543865517e+000  
  1.071355590208e-005  -2.226289142167e+000  -2.345078505711e+000  
  1.071700589343e-005  -2.219244384091e+000  -2.315790908546e+000  
  1.072045588477e-005  -2.211133715567e+000  -2.279338262401e+000  
  1.072390587612e-005  -2.202397468284e+000  -2.248138037514e+000  
  1.072735586747e-005  -2.193118671280e+000  -2.236948866698e+000  
  1.073080585881e-005  -2.182357566182e+000  -2.241159221432e+000  
  1.073425585016e-005  -2.169203297360e+000  -2.249947890414e+000  
  1.073770584150e-005  -2.153512817070e+000  -2.245178789864e+000  
  1.074115583285e-005  -2.136258097941e+000  -2.229416774115e+000  
  1.074460582419e-005  -2.118744958593e+000  -2.209366459702e+000  
  1.074805581554e-005  -2.101588514116e+000  -2.194203926793e+000  
  1.075150580688e-005  -2.084591253936e+000  -2.182271798180e+000  
  1.075495579823e-005  -2.067763366079e+000  -2.171730855775e+000  
  1.075840578957e-005  -2.051905322431e+000  -2.162412782476e+000  
  1.076185578092e-005  -2.037989132589e+000  -2.154938316786e+000  
  1.076530577226e-005  -2.026393618822e+000  -2.149532895222e+000  
  1.076875576361e-005  -2.016871892361e+000  -2.145532912063e+000  
  1.077220575496e-005  -2.009027102086e+000  -2.141581122090e+000  
  1.077565574630e-005  -2.002678576699e+000  -2.136536580312e+000  
  1.077807110685e-005  -1.998955062345e+000  -2.132017952308e+000  
  1.078110608385e-005  -1.995336638396e+000  -2.125771193951e+000  
  1.078455607520e-005  -1.992217084982e+000  -2.117570189714e+000  
  1.078800606654e-005  -1.989928272811e+000  -2.107993157116e+000  
  1.079145605789e-005  -1.988090143487e+000  -2.096573021443e+000  
  1.079490604923e-005  -1.986888859482e+000  -2.083490257292e+000  
  1.079835604058e-005  -1.986328360796e+000  -2.069471619636e+000  
  1.080180603192e-005  -1.986051648719e+000  -2.055283135779e+000  
  1.080525602327e-005  -1.985665591731e+000  -2.041572603078e+000  
  1.080870601461e-005  -1.985128626628e+000  -2.028655369944e+000  
  1.081215600596e-005  -1.984425770617e+000  -2.016893413358e+000  
  1.081560599730e-005  -1.983574929508e+000  -2.006544371057e+000  
  1.081905598865e-005  -1.982612295948e+000  -1.997793060923e+000  
  1.082250597999e-005  -1.981562214536e+000  -1.990678894606e+000  
  1.082595597134e-005  -1.980456619948e+000  -1.985208591782e+000  
  1.082940596269e-005  -1.979332546169e+000  -1.981338655781e+000  
  1.083285595403e-005  -1.978330381763e+000  -1.978867435178e+000  
  1.083630594538e-005  -1.977707370855e+000  -1.977417005641e+000  
  1.083975593672e-005  -1.977467508071e+000  -1.976614289644e+000  
  1.084320592807e-005  -1.977553825219e+000  -1.975882044518e+000  
  1.084665591941e-005  -1.978040827900e+000  -1.975091821066e+000  
  1.085010591076e-005  -1.978996793240e+000  -1.974219521715e+000  
  1.085355590210e-005  -1.980440059422e+000  -1.973148381767e+000  
  1.085700589345e-005  -1.982422829933e+000  -1.971753486473e+000  
  1.086045588479e-005  -1.985038306206e+000  -1.970075410902e+000  
  1.086390587614e-005  -1.988294367184e+000  -1.968154026271e+000  
  1.086735586749e-005  -1.991905468595e+000  -1.966176592510e+000  
  1.087080585883e-005  -1.995717797324e+000  -1.964313897569e+000  
  1.087425585018e-005  -1.999525841149e+000  -1.962657723118e+000  
  1.087770584152e-005  -2.003103041680e+000  -1.961423430519e+000  
  1.088115583287e-005  -2.006259194797e+000  -1.960683658207e+000  
  1.088460582421e-005  -2.009000942805e+000  -1.960203935339e+000  
  1.088805581556e-005  -2.011144880567e+000  -1.960154377067e+000  
  1.089150580690e-005  -2.012463882454e+000  -1.960445248557e+000  
  1.089495579825e-005  -2.012847209706e+000  -1.960926827863e+000  
  1.089840578959e-005  -2.012644706781e+000  -1.961697917562e+000  
  1.090185578094e-005  -2.012133545130e+000  -1.962949040026e+000  
  1.090530577228e-005  -2.011386932456e+000  -1.964658020835e+000  
  1.090875576363e-005  -2.010537359910e+000  -1.966722513305e+000  
  1.091220575498e-005  -2.009837064048e+000  -1.968997666956e+000  
  1.091565574632e-005  -2.009368427017e+000  -1.971325713472e+000  
  1.091807110687e-005  -2.009099381731e+000  -1.972869801251e+000  
  1.092110608387e-005  -2.008748018850e+000  -1.974745277814e+000  
  1.092455607522e-005  -2.008674882301e+000  -1.976648297697e+000  
  1.092800606656e-005  -2.009054841916e+000  -1.977918435709e+000  
  1.093145605791e-005  -2.009324712523e+000  -1.978294700412e+000  
  1.093490604925e-005  -2.008943695293e+000  -1.978561066932e+000  
  1.093835604060e-005  -2.005183566767e+000  -1.978786871829e+000  
  1.094180603194e-005  -1.995207122817e+000  -1.978674492134e+000  
  1.094525602329e-005  -1.980346971931e+000  -1.978583972729e+000  
  1.094870601463e-005  -1.967574275401e+000  -1.978804024900e+000  
  1.095215600598e-005  -1.971006273667e+000  -1.979248416914e+000  
  1.095560599732e-005  -1.990947139807e+000  -1.979892553172e+000  
  1.095905598867e-005  -2.016251594078e+000  -1.980722433264e+000  
  1.096250598001e-005  -2.028232316646e+000  -1.981521072644e+000  
  1.096595597136e-005  -2.023110383385e+000  -1.982662451149e+000  
  1.096940596271e-005  -2.008138494330e+000  -1.984366196476e+000  
  1.097285595405e-005  -1.990069266515e+000  -1.985655227458e+000  
  1.097630594540e-005  -1.977810754753e+000  -1.986618703988e+000  
  1.097975593674e-005  -1.973138959692e+000  -1.987981516767e+000  
  1.098320592809e-005  -1.974524129061e+000  -1.988884973723e+000  
  1.098665591943e-005  -1.979144202129e+000  -1.989477747261e+000  
  1.099010591078e-005  -1.984483716909e+000  -1.989374652623e+000  
  1.099355590212e-005  -1.989048270169e+000  -1.986334421719e+000  
  1.099700589347e-005  -1.992137210292e+000  -1.979206663065e+000  
  1.100045588481e-005  -1.993683308011e+000  -1.968008383000e+000  
  1.100390587616e-005  -1.993718839707e+000  -1.956399019857e+000  
  1.100735586751e-005  -1.992160210056e+000  -1.952734129399e+000  
